rank,pokemon_name,type,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon,details_link
425,Drifloon,"Ghost,Flying",348,90,50,34,60,44,70,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,https://pokemondb.net/pokedex/drifloon
426,Drifblim,"Ghost,Flying",498,150,80,44,90,54,80,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,https://pokemondb.net/pokedex/drifblim
427,Buneary,Normal,350,55,66,44,44,56,85,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,https://pokemondb.net/pokedex/buneary
428,Lopunny,Normal,480,65,76,84,54,96,105,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,https://pokemondb.net/pokedex/lopunny
428,Lopunny-Mega Lopunny,"Normal,Fighting",580,65,136,94,54,96,135,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny-mega.png,https://pokemondb.net/pokedex/lopunny
429,Mismagius,Ghost,495,60,60,60,105,105,105,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,https://pokemondb.net/pokedex/mismagius
430,Honchkrow,"Dark,Flying",505,100,125,52,105,52,71,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,https://pokemondb.net/pokedex/honchkrow
431,Glameow,Normal,310,49,55,42,42,37,85,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,https://pokemondb.net/pokedex/glameow
432,Purugly,Normal,452,71,82,64,64,59,112,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,https://pokemondb.net/pokedex/purugly
433,Chingling,Psychic,285,45,30,50,65,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,https://pokemondb.net/pokedex/chingling
434,Stunky,"Poison,Dark",329,63,63,47,41,41,74,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,https://pokemondb.net/pokedex/stunky
435,Skuntank,"Poison,Dark",479,103,93,67,71,61,84,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,https://pokemondb.net/pokedex/skuntank
436,Bronzor,"Steel,Psychic",300,57,24,86,24,86,23,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,https://pokemondb.net/pokedex/bronzor
437,Bronzong,"Steel,Psychic",500,67,89,116,79,116,33,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,https://pokemondb.net/pokedex/bronzong
438,Bonsly,Rock,290,50,80,95,10,45,10,https://img.pokemondb.net/sprites/sword-shield/icon/bonsly.png,https://pokemondb.net/pokedex/bonsly
439,Mime Jr.,"Psychic,Fairy",310,20,25,45,70,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/mime-jr.png,https://pokemondb.net/pokedex/mime-jr
440,Happiny,Normal,220,100,5,5,15,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/happiny.png,https://pokemondb.net/pokedex/happiny
441,Chatot,"Normal,Flying",411,76,65,45,92,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/chatot.png,https://pokemondb.net/pokedex/chatot
442,Spiritomb,"Ghost,Dark",485,50,92,108,92,108,35,https://img.pokemondb.net/sprites/sword-shield/icon/spiritomb.png,https://pokemondb.net/pokedex/spiritomb
443,Gible,"Dragon,Ground",300,58,70,45,40,45,42,https://img.pokemondb.net/sprites/sword-shield/icon/gible.png,https://pokemondb.net/pokedex/gible
444,Gabite,"Dragon,Ground",410,68,90,65,50,55,82,https://img.pokemondb.net/sprites/sword-shield/icon/gabite.png,https://pokemondb.net/pokedex/gabite
445,Garchomp,"Dragon,Ground",600,108,130,95,80,85,102,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp.png,https://pokemondb.net/pokedex/garchomp
445,Garchomp-Mega Garchomp,"Dragon,Ground",700,108,170,115,120,95,92,https://img.pokemondb.net/sprites/sword-shield/icon/garchomp-mega.png,https://pokemondb.net/pokedex/garchomp
446,Munchlax,Normal,390,135,85,40,40,85,5,https://img.pokemondb.net/sprites/sword-shield/icon/munchlax.png,https://pokemondb.net/pokedex/munchlax
447,Riolu,Fighting,285,40,70,40,35,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/riolu.png,https://pokemondb.net/pokedex/riolu
448,Lucario,"Fighting,Steel",525,70,110,70,115,70,90,https://img.pokemondb.net/sprites/sword-shield/icon/lucario.png,https://pokemondb.net/pokedex/lucario
448,Lucario-Mega Lucario,"Fighting,Steel",625,70,145,88,140,70,112,https://img.pokemondb.net/sprites/sword-shield/icon/lucario-mega.png,https://pokemondb.net/pokedex/lucario
449,Hippopotas,Ground,330,68,72,78,38,42,32,https://img.pokemondb.net/sprites/sword-shield/icon/hippopotas.png,https://pokemondb.net/pokedex/hippopotas
450,Hippowdon,Ground,525,108,112,118,68,72,47,https://img.pokemondb.net/sprites/sword-shield/icon/hippowdon.png,https://pokemondb.net/pokedex/hippowdon
451,Skorupi,"Poison,Bug",330,40,50,90,30,55,65,https://img.pokemondb.net/sprites/sword-shield/icon/skorupi.png,https://pokemondb.net/pokedex/skorupi
452,Drapion,"Poison,Dark",500,70,90,110,60,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/drapion.png,https://pokemondb.net/pokedex/drapion
453,Croagunk,"Poison,Fighting",300,48,61,40,61,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/croagunk.png,https://pokemondb.net/pokedex/croagunk
454,Toxicroak,"Poison,Fighting",490,83,106,65,86,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/toxicroak.png,https://pokemondb.net/pokedex/toxicroak
455,Carnivine,Grass,454,74,100,72,90,72,46,https://img.pokemondb.net/sprites/sword-shield/icon/carnivine.png,https://pokemondb.net/pokedex/carnivine
456,Finneon,Water,330,49,49,56,49,61,66,https://img.pokemondb.net/sprites/sword-shield/icon/finneon.png,https://pokemondb.net/pokedex/finneon
457,Lumineon,Water,460,69,69,76,69,86,91,https://img.pokemondb.net/sprites/sword-shield/icon/lumineon.png,https://pokemondb.net/pokedex/lumineon
458,Mantyke,"Water,Flying",345,45,20,50,60,120,50,https://img.pokemondb.net/sprites/sword-shield/icon/mantyke.png,https://pokemondb.net/pokedex/mantyke
459,Snover,"Grass,Ice",334,60,62,50,62,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/snover.png,https://pokemondb.net/pokedex/snover
460,Abomasnow,"Grass,Ice",494,90,92,75,92,85,60,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow.png,https://pokemondb.net/pokedex/abomasnow
460,Abomasnow-Mega Abomasnow,"Grass,Ice",594,90,132,105,132,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/abomasnow-mega.png,https://pokemondb.net/pokedex/abomasnow
461,Weavile,"Dark,Ice",510,70,120,65,45,85,125,https://img.pokemondb.net/sprites/sword-shield/icon/weavile.png,https://pokemondb.net/pokedex/weavile
462,Magnezone,"Electric,Steel",535,70,70,115,130,90,60,https://img.pokemondb.net/sprites/sword-shield/icon/magnezone.png,https://pokemondb.net/pokedex/magnezone
463,Lickilicky,Normal,515,110,85,95,80,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/lickilicky.png,https://pokemondb.net/pokedex/lickilicky
464,Rhyperior,"Ground,Rock",535,115,140,130,55,55,40,https://img.pokemondb.net/sprites/sword-shield/icon/rhyperior.png,https://pokemondb.net/pokedex/rhyperior
465,Tangrowth,Grass,535,100,100,125,110,50,50,https://img.pokemondb.net/sprites/sword-shield/icon/tangrowth.png,https://pokemondb.net/pokedex/tangrowth
466,Electivire,Electric,540,75,123,67,95,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png,https://pokemondb.net/pokedex/electivire
467,Magmortar,Fire,540,75,95,67,125,95,83,https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png,https://pokemondb.net/pokedex/magmortar
468,Togekiss,"Fairy,Flying",545,85,50,95,120,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png,https://pokemondb.net/pokedex/togekiss
469,Yanmega,"Bug,Flying",515,86,76,86,116,56,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png,https://pokemondb.net/pokedex/yanmega
470,Leafeon,Grass,525,65,110,130,60,65,95,https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png,https://pokemondb.net/pokedex/leafeon
471,Glaceon,Ice,525,65,60,110,130,95,65,https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png,https://pokemondb.net/pokedex/glaceon
472,Gliscor,"Ground,Flying",510,75,95,125,45,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png,https://pokemondb.net/pokedex/gliscor
473,Mamoswine,"Ice,Ground",530,110,130,80,70,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,https://pokemondb.net/pokedex/mamoswine
474,Porygon-Z,Normal,535,85,80,70,135,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,https://pokemondb.net/pokedex/porygon-z
475,Gallade,"Psychic,Fighting",518,68,125,65,65,115,80,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,https://pokemondb.net/pokedex/gallade
475,Gallade-Mega Gallade,"Psychic,Fighting",618,68,165,95,65,115,110,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,https://pokemondb.net/pokedex/gallade
476,Probopass,"Rock,Steel",525,60,55,145,75,150,40,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,https://pokemondb.net/pokedex/probopass
477,Dusknoir,Ghost,525,45,100,135,65,135,45,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,https://pokemondb.net/pokedex/dusknoir
478,Froslass,"Ice,Ghost",480,70,80,70,80,70,110,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,https://pokemondb.net/pokedex/froslass
479,Rotom,"Electric,Ghost",440,50,50,77,95,77,91,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,https://pokemondb.net/pokedex/rotom
479,Rotom-Heat Rotom,"Electric,Fire",520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,https://pokemondb.net/pokedex/rotom
479,Rotom-Wash Rotom,"Electric,Water",520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,https://pokemondb.net/pokedex/rotom
479,Rotom-Frost Rotom,"Electric,Ice",520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,https://pokemondb.net/pokedex/rotom
479,Rotom-Fan Rotom,"Electric,Flying",520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,https://pokemondb.net/pokedex/rotom
479,Rotom-Mow Rotom,"Electric,Grass",520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,https://pokemondb.net/pokedex/rotom
480,Uxie,Psychic,580,75,75,130,75,130,95,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,https://pokemondb.net/pokedex/uxie
481,Mesprit,Psychic,580,80,105,105,105,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,https://pokemondb.net/pokedex/mesprit
482,Azelf,Psychic,580,75,125,70,125,70,115,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,https://pokemondb.net/pokedex/azelf
483,Dialga,"Steel,Dragon",680,100,120,120,150,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,https://pokemondb.net/pokedex/dialga
484,Palkia,"Water,Dragon",680,90,120,100,150,120,100,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,https://pokemondb.net/pokedex/palkia
485,Heatran,"Fire,Steel",600,91,90,106,130,106,77,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,https://pokemondb.net/pokedex/heatran
486,Regigigas,Normal,670,110,160,110,80,110,100,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,https://pokemondb.net/pokedex/regigigas
487,Giratina-Altered Forme,"Ghost,Dragon",680,150,100,120,100,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,https://pokemondb.net/pokedex/giratina
487,Giratina-Origin Forme,"Ghost,Dragon",680,150,120,100,120,100,90,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,https://pokemondb.net/pokedex/giratina
488,Cresselia,Psychic,600,120,70,120,75,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,https://pokemondb.net/pokedex/cresselia
489,Phione,Water,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,https://pokemondb.net/pokedex/phione
490,Manaphy,Water,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,https://pokemondb.net/pokedex/manaphy
491,Darkrai,Dark,600,70,90,90,135,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,https://pokemondb.net/pokedex/darkrai
492,Shaymin-Land Forme,Grass,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,https://pokemondb.net/pokedex/shaymin
492,Shaymin-Sky Forme,"Grass,Flying",600,100,103,75,120,75,127,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,https://pokemondb.net/pokedex/shaymin
493,Arceus,Normal,720,120,120,120,120,120,120,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,https://pokemondb.net/pokedex/arceus
494,Victini,"Psychic,Fire",600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,https://pokemondb.net/pokedex/victini
495,Snivy,Grass,308,45,45,55,45,55,63,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,https://pokemondb.net/pokedex/snivy
496,Servine,Grass,413,60,60,75,60,75,83,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,https://pokemondb.net/pokedex/servine
497,Serperior,Grass,528,75,75,95,75,95,113,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,https://pokemondb.net/pokedex/serperior
498,Tepig,Fire,308,65,63,45,45,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,https://pokemondb.net/pokedex/tepig
499,Pignite,"Fire,Fighting",418,90,93,55,70,55,55,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,https://pokemondb.net/pokedex/pignite
500,Emboar,"Fire,Fighting",528,110,123,65,100,65,65,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,https://pokemondb.net/pokedex/emboar
501,Oshawott,Water,308,55,55,45,63,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,https://pokemondb.net/pokedex/oshawott
502,Dewott,Water,413,75,75,60,83,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,https://pokemondb.net/pokedex/dewott
503,Samurott,Water,528,95,100,85,108,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,https://pokemondb.net/pokedex/samurott
504,Patrat,Normal,255,45,55,39,35,39,42,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,https://pokemondb.net/pokedex/patrat
505,Watchog,Normal,420,60,85,69,60,69,77,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,https://pokemondb.net/pokedex/watchog
506,Lillipup,Normal,275,45,60,45,25,45,55,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,https://pokemondb.net/pokedex/lillipup
507,Herdier,Normal,370,65,80,65,35,65,60,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,https://pokemondb.net/pokedex/herdier
508,Stoutland,Normal,500,85,110,90,45,90,80,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,https://pokemondb.net/pokedex/stoutland
509,Purrloin,Dark,281,41,50,37,50,37,66,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,https://pokemondb.net/pokedex/purrloin
510,Liepard,Dark,446,64,88,50,88,50,106,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,https://pokemondb.net/pokedex/liepard
511,Pansage,Grass,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,https://pokemondb.net/pokedex/pansage
512,Simisage,Grass,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,https://pokemondb.net/pokedex/simisage
513,Pansear,Fire,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,https://pokemondb.net/pokedex/pansear
514,Simisear,Fire,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,https://pokemondb.net/pokedex/simisear
515,Panpour,Water,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,https://pokemondb.net/pokedex/panpour
516,Simipour,Water,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,https://pokemondb.net/pokedex/simipour
517,Munna,Psychic,292,76,25,45,67,55,24,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,https://pokemondb.net/pokedex/munna
518,Musharna,Psychic,487,116,55,85,107,95,29,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,https://pokemondb.net/pokedex/musharna
519,Pidove,"Normal,Flying",264,50,55,50,36,30,43,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,https://pokemondb.net/pokedex/pidove
520,Tranquill,"Normal,Flying",358,62,77,62,50,42,65,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,https://pokemondb.net/pokedex/tranquill
521,Unfezant,"Normal,Flying",488,80,115,80,65,55,93,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,https://pokemondb.net/pokedex/unfezant
522,Blitzle,Electric,295,45,60,32,50,32,76,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,https://pokemondb.net/pokedex/blitzle
523,Zebstrika,Electric,497,75,100,63,80,63,116,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,https://pokemondb.net/pokedex/zebstrika
524,Roggenrola,Rock,280,55,75,85,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,https://pokemondb.net/pokedex/roggenrola
525,Boldore,Rock,390,70,105,105,50,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,https://pokemondb.net/pokedex/boldore
526,Gigalith,Rock,515,85,135,130,60,80,25,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,https://pokemondb.net/pokedex/gigalith
527,Woobat,"Psychic,Flying",323,65,45,43,55,43,72,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,https://pokemondb.net/pokedex/woobat
528,Swoobat,"Psychic,Flying",425,67,57,55,77,55,114,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,https://pokemondb.net/pokedex/swoobat
529,Drilbur,Ground,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,https://pokemondb.net/pokedex/drilbur
530,Excadrill,"Ground,Steel",508,110,135,60,50,65,88,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,https://pokemondb.net/pokedex/excadrill
531,Audino,Normal,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,https://pokemondb.net/pokedex/audino
531,Audino-Mega Audino,"Normal,Fairy",545,103,60,126,80,126,50,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,https://pokemondb.net/pokedex/audino
532,Timburr,Fighting,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,https://pokemondb.net/pokedex/timburr
533,Gurdurr,Fighting,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,https://pokemondb.net/pokedex/gurdurr
534,Conkeldurr,Fighting,505,105,140,95,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,https://pokemondb.net/pokedex/conkeldurr
535,Tympole,Water,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,https://pokemondb.net/pokedex/tympole
536,Palpitoad,"Water,Ground",384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,https://pokemondb.net/pokedex/palpitoad
537,Seismitoad,"Water,Ground",509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,https://pokemondb.net/pokedex/seismitoad
538,Throh,Fighting,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,https://pokemondb.net/pokedex/throh
539,Sawk,Fighting,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,https://pokemondb.net/pokedex/sawk
540,Sewaddle,"Bug,Grass",310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,https://pokemondb.net/pokedex/sewaddle
541,Swadloon,"Bug,Grass",380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,https://pokemondb.net/pokedex/swadloon
542,Leavanny,"Bug,Grass",500,75,103,80,70,80,92,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,https://pokemondb.net/pokedex/leavanny
543,Venipede,"Bug,Poison",260,30,45,59,30,39,57,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,https://pokemondb.net/pokedex/venipede
544,Whirlipede,"Bug,Poison",360,40,55,99,40,79,47,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,https://pokemondb.net/pokedex/whirlipede
545,Scolipede,"Bug,Poison",485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,https://pokemondb.net/pokedex/scolipede
546,Cottonee,"Grass,Fairy",280,40,27,60,37,50,66,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,https://pokemondb.net/pokedex/cottonee
547,Whimsicott,"Grass,Fairy",480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,https://pokemondb.net/pokedex/whimsicott
548,Petilil,Grass,280,45,35,50,70,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,https://pokemondb.net/pokedex/petilil
549,Lilligant,Grass,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,https://pokemondb.net/pokedex/lilligant
550,Basculin-Red-Striped Form,Water,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,https://pokemondb.net/pokedex/basculin
550,Basculin-Blue-Striped Form,Water,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,https://pokemondb.net/pokedex/basculin
551,Sandile,"Ground,Dark",292,50,72,35,35,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,https://pokemondb.net/pokedex/sandile
552,Krokorok,"Ground,Dark",351,60,82,45,45,45,74,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,https://pokemondb.net/pokedex/krokorok
553,Krookodile,"Ground,Dark",519,95,117,80,65,70,92,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,https://pokemondb.net/pokedex/krookodile
554,Darumaka,Fire,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,https://pokemondb.net/pokedex/darumaka
554,Darumaka-Galarian Darumaka,Ice,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,https://pokemondb.net/pokedex/darumaka
555,Darmanitan-Standard Mode,Fire,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,https://pokemondb.net/pokedex/darmanitan
555,Darmanitan-Zen Mode,"Fire,Psychic",540,105,30,105,140,105,55,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,https://pokemondb.net/pokedex/darmanitan
555,Darmanitan-Galarian Standard Mode,Ice,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,https://pokemondb.net/pokedex/darmanitan
555,Darmanitan-Galarian Zen Mode,"Ice,Fire",540,105,160,55,30,55,135,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,https://pokemondb.net/pokedex/darmanitan
556,Maractus,Grass,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,https://pokemondb.net/pokedex/maractus
557,Dwebble,"Bug,Rock",325,50,65,85,35,35,55,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,https://pokemondb.net/pokedex/dwebble
558,Crustle,"Bug,Rock",485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,https://pokemondb.net/pokedex/crustle
559,Scraggy,"Dark,Fighting",348,50,75,70,35,70,48,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,https://pokemondb.net/pokedex/scraggy
560,Scrafty,"Dark,Fighting",488,65,90,115,45,115,58,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,https://pokemondb.net/pokedex/scrafty
561,Sigilyph,"Psychic,Flying",490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,https://pokemondb.net/pokedex/sigilyph
562,Yamask,Ghost,303,38,30,85,55,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,https://pokemondb.net/pokedex/yamask
562,Yamask-Galarian Yamask,"Ground,Ghost",303,38,55,85,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,https://pokemondb.net/pokedex/yamask
563,Cofagrigus,Ghost,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,https://pokemondb.net/pokedex/cofagrigus
564,Tirtouga,"Water,Rock",355,54,78,103,53,45,22,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,https://pokemondb.net/pokedex/tirtouga
565,Carracosta,"Water,Rock",495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,https://pokemondb.net/pokedex/carracosta
566,Archen,"Rock,Flying",401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,https://pokemondb.net/pokedex/archen
567,Archeops,"Rock,Flying",567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,https://pokemondb.net/pokedex/archeops
568,Trubbish,Poison,329,50,50,62,40,62,65,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,https://pokemondb.net/pokedex/trubbish
569,Garbodor,Poison,474,80,95,82,60,82,75,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,https://pokemondb.net/pokedex/garbodor
570,Zorua,Dark,330,40,65,40,80,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,https://pokemondb.net/pokedex/zorua
571,Zoroark,Dark,510,60,105,60,120,60,105,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,https://pokemondb.net/pokedex/zoroark
572,Minccino,Normal,300,55,50,40,40,40,75,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,https://pokemondb.net/pokedex/minccino
573,Cinccino,Normal,470,75,95,60,65,60,115,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,https://pokemondb.net/pokedex/cinccino
574,Gothita,Psychic,290,45,30,50,55,65,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,https://pokemondb.net/pokedex/gothita
575,Gothorita,Psychic,390,60,45,70,75,85,55,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,https://pokemondb.net/pokedex/gothorita
576,Gothitelle,Psychic,490,70,55,95,95,110,65,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,https://pokemondb.net/pokedex/gothitelle
